graph_path;num_irred_sph;num_irred_aff;num_sph_rank_dm;num_sph_rank_d;num_aff_rank_dm;compact;finvol;time;comment
Tumarkin pyramids n+2/3-tum04_07_01-k=4-l=4-m=3-n=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_01-k=4-l=4-m=3-n=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_01-k=4-l=4-m=4-n=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_01-k=4-l=4-m=4-n=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=5-l=2-m=2.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=5-l=2-m=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=5-l=3-m=2.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=5-l=3-m=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=5-l=4-m=2.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=5-l=4-m=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=5-l=5-m=2.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=5-l=5-m=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=5-l=6-m=2.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=5-l=6-m=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=6-l=2-m=2.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=6-l=2-m=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=6-l=3-m=2.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=6-l=3-m=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=6-l=4-m=2.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=6-l=4-m=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=6-l=5-m=2.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=6-l=5-m=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=6-l=6-m=2.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/3-tum04_07_02-k=6-l=6-m=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_05_01.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_01-k=2-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_01-k=2-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_01-k=3-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_01-k=3-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_01-k=4-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_01-k=4-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_02-k=2-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_02-k=2-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_02-k=3-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_02-k=3-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_02-k=4-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_02-k=4-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_03-k=2-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_03-k=2-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_03-k=3-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_03-k=3-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_03-k=4-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_03-k=4-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_04-k=2.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_04-k=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_05-k=2.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_05-k=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_06-k=2-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_06-k=2-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_06-k=2-l=5.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_06-k=3-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_06-k=3-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_06-k=3-l=5.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_06-k=4-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_06-k=4-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_06-k=4-l=5.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_06-k=5-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_06-k=5-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_06-k=5-l=5.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_07-k=2-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_07-k=2-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_07-k=2-l=5.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_07-k=3-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_07-k=3-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_07-k=3-l=5.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_07-k=4-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_07-k=4-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_07-k=4-l=5.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_07-k=5-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_07-k=5-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/4-tum04_07_07-k=5-l=5.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_01.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_02.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_03.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_04.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_05.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_06.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_07.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_08.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_09.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_10.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_11.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_12.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_13.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_14.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_15.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_16.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_17.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_18.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_19.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_20-k=2.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_20-k=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_21-k=2.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_21-k=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_22-k=2.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_22-k=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_23-k=2-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_23-k=2-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_23-k=3-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_23-k=3-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_23-k=4-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_23-k=4-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_24-k=2-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_24-k=2-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_24-k=3-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_24-k=3-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_24-k=4-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/5-tum04_08_24-k=4-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/6-tum04_09_01.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/6-tum04_09_02.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/6-tum04_09_03.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/6-tum04_09_04.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/6-tum04_09_05.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/6-tum04_09_06.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/6-tum04_09_07.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/6-tum04_09_08.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/6-tum04_09_09.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/6-tum04_09_10.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/6-tum04_09_11-k=2-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/6-tum04_09_11-k=2-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/6-tum04_09_11-k=3-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/6-tum04_09_11-k=3-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/6-tum04_09_11-k=4-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/6-tum04_09_11-k=4-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/6-tum04_09_12-k=2-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/6-tum04_09_12-k=2-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/6-tum04_09_12-k=3-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/6-tum04_09_12-k=3-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/6-tum04_09_12-k=4-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/6-tum04_09_12-k=4-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/6-tum04_09_13-k=2-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/6-tum04_09_13-k=2-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/6-tum04_09_13-k=3-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/6-tum04_09_13-k=3-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/6-tum04_09_13-k=4-l=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/6-tum04_09_13-k=4-l=4.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/6-tum04_09_14-k=2.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/6-tum04_09_14-k=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/7-tum04_10_01.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/7-tum04_10_02.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/7-tum04_10_03.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/7-tum04_10_04.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/7-tum04_10_05.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/7-tum04_10_06.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/7-tum04_10_07.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/7-tum04_10_08.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/7-tum04_10_09.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/7-tum04_10_10.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/7-tum04_10_11.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/7-tum04_10_12.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/7-tum04_10_13.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/7-tum04_10_14.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/7-tum04_10_15.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/7-tum04_10_16.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/7-tum04_10_17.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/7-tum04_10_18.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/7-tum04_10_19.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/7-tum04_10_20.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/7-tum04_10_21-k=2.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/7-tum04_10_21-k=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/7-tum04_10_22-k=2.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/7-tum04_10_22-k=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/7-tum04_10_23-k=2.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/7-tum04_10_23-k=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/8-tum04_11_01.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/8-tum04_11_02.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/8-tum04_11_03.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/8-tum04_11_04.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/8-tum04_11_05.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/8-tum04_11_06-k=2.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/8-tum04_11_06-k=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/8-tum04_11_07.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/8-tum04_11_08.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/8-tum04_11_09.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/8-tum04_11_10.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/8-tum04_11_11.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/8-tum04_11_12-k=2.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/8-tum04_11_12-k=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/8-tum04_11_13-k=2.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/8-tum04_11_13-k=3.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/9-tum04_11_01.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/9-tum04_11_02.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/9-tum04_11_03.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/9-tum04_11_04.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/9-tum04_11_05.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/9-tum04_11_06.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/9-tum04_11_07.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/9-tum04_11_08.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/9-tum04_11_09-k=2.coxiter;;;;;;false;true;;
Tumarkin pyramids n+2/9-tum04_11_09-k=3.coxiter;;;;;;false;true;;

# I don't know why some are cocompact and not the others but that's what CoxIter says
simplices/3-jkrt_347-01-BH3.coxiter;;;;;;true;true;;
simplices/3-jkrt_347-02-J3.coxiter;;;;;;true;true;;
simplices/3-jkrt_347-03-DH3.coxiter;;;;;;true;true;;
simplices/3-jkrt_347-04-AB3.coxiter;;;;;;true;true;;
simplices/3-jkrt_347-05-K3.coxiter;;;;;;true;true;;
simplices/3-jkrt_347-06-AH3.coxiter;;;;;;true;true;;
simplices/3-jkrt_347-07-BB3.coxiter;;;;;;true;true;;
simplices/3-jkrt_347-08-BH3.coxiter;;;;;;true;true;;
simplices/3-jkrt_347-09-HH3.coxiter;;;;;;true;true;;
simplices/3-jkrt_347-10-V3.coxiter;;;;;;false;true;;
simplices/3-jkrt_347-11-R3.coxiter;;;;;;false;true;;
simplices/3-jkrt_347-12-P3.coxiter;;;;;;false;true;;
simplices/3-jkrt_347-13-BV3.coxiter;;;;;;false;true;;
simplices/3-jkrt_347-14-O3.coxiter;;;;;;false;true;;
simplices/3-jkrt_347-15-Y3.coxiter;;;;;;false;true;;
simplices/3-jkrt_347-16-HV3.coxiter;;;;;;false;true;;
simplices/3-jkrt_347-17-BP3.coxiter;;;;;;false;true;;
simplices/3-jkrt_347-18-DV3.coxiter;;;;;;false;true;;
simplices/3-jkrt_347-19-N3.coxiter;;;;;;false;true;;
simplices/3-jkrt_347-20-Z3.coxiter;;;;;;false;true;;
simplices/3-jkrt_348-21-BR3.coxiter;;;;;;false;true;;
simplices/3-jkrt_348-22-HP3.coxiter;;;;;;false;true;;
simplices/3-jkrt_348-23-AV3.coxiter;;;;;;false;true;;
simplices/3-jkrt_348-24-DP3.coxiter;;;;;;false;true;;
simplices/3-jkrt_348-25-M3.coxiter;;;;;;false;true;;
simplices/3-jkrt_348-26-VP3.coxiter;;;;;;false;true;;
simplices/3-jkrt_348-27-BV3.coxiter;;;;;;false;true;;
simplices/3-jkrt_348-28-CR3.coxiter;;;;;;false;true;;
simplices/3-jkrt_348-29-HV3.coxiter;;;;;;false;true;;
simplices/3-jkrt_348-30-VV3.coxiter;;;;;;false;true;;
simplices/3-jkrt_348-31-RR3.coxiter;;;;;;false;true;;
simplices/3-jkrt_348-32-PP3.coxiter;;;;;;false;true;;
simplices/4-jkrt_349-01-H4.coxiter;;;;;;true;true;;
simplices/4-jkrt_349-02-BH4.coxiter;;;;;;true;true;;
simplices/4-jkrt_349-03-DH4.coxiter;;;;;;true;true;;
simplices/4-jkrt_349-04-K4.coxiter;;;;;;true;true;;
simplices/4-jkrt_349-05-AF4.coxiter;;;;;;true;true;;
simplices/4-jkrt_349-06-S4.coxiter;;;;;;false;true;;
simplices/4-jkrt_349-07-R4.coxiter;;;;;;false;true;;
simplices/4-jkrt_349-08-P4.coxiter;;;;;;false;true;;
simplices/4-jkrt_349-09-O4.coxiter;;;;;;false;true;;
simplices/4-jkrt_349-10-N4.coxiter;;;;;;false;true;;
simplices/4-jkrt_349-11-M4.coxiter;;;;;;false;true;;
simplices/4-jkrt_349-12-BP4.coxiter;;;;;;false;true;;
simplices/4-jkrt_349-13-FR4.coxiter;;;;;;false;true;;
simplices/4-jkrt_349-14-DP4.coxiter;;;;;;false;true;;
simplices/5-jkrt_350-01-U5.coxiter;;;;;;false;true;;
simplices/5-jkrt_350-02-S5.coxiter;;;;;;false;true;;
simplices/5-jkrt_350-03-X5.coxiter;;;;;;false;true;;
simplices/5-jkrt_350-04-Q5.coxiter;;;;;;false;true;;
simplices/5-jkrt_350-05-R5.coxiter;;;;;;false;true;;
simplices/5-jkrt_350-06-P5.coxiter;;;;;;false;true;;
simplices/5-jkrt_350-07-O5.coxiter;;;;;;false;true;;
simplices/5-jkrt_350-08-N5.coxiter;;;;;;false;true;;
simplices/5-jkrt_350-09-AU5.coxiter;;;;;;false;true;;
simplices/5-jkrt_350-10-M5.coxiter;;;;;;false;true;;
simplices/5-jkrt_350-11-L5.coxiter;;;;;;false;true;;
simplices/5-jkrt_350-12-UR5.coxiter;;;;;;false;true;;
simplices/6-jkrt_351-01-S6.coxiter;;;;;;false;true;;
simplices/6-jkrt_351-02-Q6.coxiter;;;;;;false;true;;
simplices/6-jkrt_351-03-P6.coxiter;;;;;;false;true;;
simplices/7-jkrt_351-01-T7.coxiter;;;;;;false;true;;
simplices/7-jkrt_351-02-S7.coxiter;;;;;;false;true;;
simplices/7-jkrt_351-03-Q7.coxiter;;;;;;false;true;;
simplices/7-jkrt_351-04-P7.coxiter;;;;;;false;true;;
simplices/8-jkrt_351-01-T8.coxiter;;;;;;false;true;;
simplices/8-jkrt_351-02-S8.coxiter;;;;;;false;true;;
simplices/8-jkrt_351-03-Q8.coxiter;;;;;;false;true;;
simplices/8-jkrt_351-04-P8.coxiter;;;;;;false;true;;
simplices/9-jkrt_351-01-T9.coxiter;;;;;;false;true;;
simplices/9-jkrt_351-02-S9.coxiter;;;;;;false;true;;
simplices/9-jkrt_351-03-Q9.coxiter;;;;;;false;true;;


# values taken from CoxIter's output
3-testArithmeticity.coxiter;;;;;;false;true;;
4-felikson2007_5.2.1.coxiter;;;;;;true;true;;
4-felikson2007_5.2.2.coxiter;;;;;;true;true;;
4-felikson2007_5.2.3.coxiter;;;;;;true;true;;
4-felikson2007_5.2.7.coxiter;;;;;;true;true;;
4-PauperGamma1.coxiter;;;;;;true;true;;
4-PauperGamma2.coxiter;;;;;;true;true;;
4-PauperGamma3.coxiter;;;;;;true;true;;
4-PauperGamma4.coxiter;;;;;;false;true;;
4-zehrt09_2290.coxiter;;;;;;false;true;;
5-birectified-5-simplex.coxiter;;;;;;false;true;;
6-PauperGamma5.coxiter;;;;;;false;true;;
8-Bugaenko.coxiter;;;;;;true;true;;
10-thierryP_1-10.coxiter;;;;;;false;true;;
13-mcl11.coxiter;;;;;;false;true;;
14-vinb85.coxiter;;;;;;false;true;;
16-tum03_236.coxiter;;;;;;false;true;;
